date,county,fips,place,confirmed_cases,note,x,y,log_cases,category,ordinal_cat,alpha
2020-10-23,Fresno,19.0,Tollhouse,17,,-119.39916699999999,37.018889,2.8332133440562166,1,1,105.62633607173191
2020-10-25,San Bernardino,71.0,Sugarloaf,17,,-116.82888899999999,34.243333,2.8332133440562166,1,1,232.36767362700334
2020-10-23,Marin,41.0,Strawberry,18,,-122.508804,37.89778,2.8903717578961645,1,1,257.72766790686273
2020-10-25,Kern,29.0,93238: Kernville,18,,-118.504448,35.733109999999996,2.8903717578961645,1,1,157.45579281738046
2020-10-25,Plumas,63.0,Southern area,18,,-120.90777800000001,39.935278000000004,2.8903717578961645,1,1,17.56322843774886
2020-06-09,Tulare,107.0,Woodlake,19,,-119.09693100000001,36.413681,2.9444389791664403,1,1,98.43782312295325
2020-05-03,Kern,29.0,Desert,19,,-117.94833200000001,35.302887,2.9444389791664403,1,1,46.29425796768369
2020-10-25,Contra Costa,13.0,Crockett,19,,-122.21305600000001,38.0525,2.9444389791664403,1,1,293.5587271983103
2020-10-23,Fresno,19.0,Pinedale,19,,-119.79,36.842778,2.9444389791664403,1,1,205.27100169116
2020-10-25,San Bernardino,71.0,Muscoy,19,,-117.344167,34.154167,2.9444389791664403,1,1,290.64504121920777
2020-10-23,Nevada,57.0,95602,20,,-121.09142,38.976836999999996,2.9957322735539913,1,1,67.1909802311269
2020-10-25,Los Angeles,37.0,Unincorporated - Palmdale,20,,-118.01568799999998,34.614211,2.9957322735539913,1,1,101.89264815373033
2020-10-25,Los Angeles,37.0,Bradbury,20,,-117.968387,34.153532,2.9957322735539913,1,1,756.7533556363232
2020-10-25,San Diego,73.0,Borrego Springs,20,,-116.423024,33.25489,2.9957322735539913,1,1,19.669368351082284
2020-10-25,Santa Clara,85.0,Monte Sereno,20,,-121.98944399999999,37.238056,2.9957322735539913,1,1,403.4992416921428
2020-10-23,Marin,41.0,Belvedere,20,,-122.46449799999999,37.872669,2.9957322735539913,1,1,1186.3155953982143
2020-10-23,Fresno,19.0,Squaw Valley,20,,-119.246779,36.740263,2.9957322735539913,1,1,74.47543702328653
2020-10-25,Los Angeles,37.0,Littlerock/Juniper Hills,21,,-117.91925900000001,34.463499,3.0445224377234235,1,1,200.94987650804921
2020-10-23,Napa,55.0,South Napa Area,21,,-122.3163,38.1997,3.0445224377234235,1,1,94.31171480433235
2020-10-25,Los Angeles,37.0,Del Sur,21,,-118.284121,34.764410999999996,3.0445224377234235,1,1,156.4123951269466
2020-10-25,Los Angeles,37.0,Anaverde,21,,-118.13385600000001,34.535644,3.0445224377234235,1,1,229.67830978989204
2020-10-23,San Luis Obispo,79.0,Creston,22,,-120.5238,35.5187,3.0910424533583165,1,1,101.82345571498081
2020-10-25,Santa Cruz,87.0,Ben Lomond,22,,-122.083611,37.08277800000001,3.0910424533583165,1,1,202.42592860769957
2020-10-25,San Diego,73.0,Warner Springs,22,,-116.63361100000002,33.282222,3.0910424533583165,1,1,39.16363930701728
2020-10-24,Mono,51.0,North and Central Region,22,,-119.00931200000001,38.016591,3.0910424533583165,1,1,26.964644833652116
2020-10-23,Lake,33.0,95467,22,,-122.53498,38.79255,3.0910424533583165,1,1,107.47409580785956
2020-06-09,Tulare,107.0,Ivanhoe,22,,-119.224883,36.399684,3.0910424533583165,1,1,146.80847144359885
2020-10-25,Los Angeles,37.0,West Rancho Dominguez,22,,-118.262956,33.890237,3.0910424533583165,1,1,1039.9258470407044
2020-08-17,Yuba,115.0,Plumas Lake & Wheatland,22,,-121.429152,39.011038,3.0910424533583165,1,1,72.3469204364306
2020-10-23,Fresno,19.0,Friant,22,,-119.71194399999999,36.98777800000001,3.0910424533583165,1,1,75.75200229772531
2020-10-25,Los Angeles,37.0,Leona Valley,23,,-118.306794,34.62562,3.1354942159291497,1,1,116.24251507978605
2020-10-25,Santa Cruz,87.0,Boulder Creek,23,,-122.124444,37.131389,3.1354942159291497,1,1,112.9800390024981
2020-10-25,Mendocino,45.0,South Coast,23,,-123.709722,38.929444000000004,3.1354942159291497,1,1,23.36334361112504
2020-10-23,Amador,5.0,Pioneer,23,,-120.57194399999999,38.431944,3.1354942159291497,1,1,136.03175519785052
2020-10-25,Los Angeles,37.0,North Lancaster,24,,-118.14174799999999,34.765963,3.1780538303479458,1,1,179.05698900760683
2020-10-25,Los Angeles,37.0,Unincorporated - Claremont,24,,-117.70912,34.15187,3.1780538303479458,1,1,440.38667518476836
2020-10-23,Marin,41.0,Point Reyes Station,24,,-122.807184,38.068504,3.1780538303479458,1,1,0.0
2020-10-23,Riverside,65.0,Idyllwild-Pine Cove,24,,-116.76246599999999,33.743539,3.1780538303479458,1,1,178.8399339429797
2020-10-25,Contra Costa,13.0,Byron,24,,-121.638056,37.867222,3.1780538303479458,1,1,179.77173813980562
2020-10-25,Kern,29.0,93252: Maricopa,25,,-119.42384399999999,35.050872,3.218875824868201,1,1,101.23297278391036
2020-10-25,Los Angeles,37.0,Unincorporated - Cerritos,25,,-118.093345,33.879439,3.218875824868201,1,1,861.1653911256217
2020-04-21,Ventura,111.0,Moorpark,25,,-118.881099,34.280189,3.218875824868201,1,1,414.2690504400248
2020-06-16,Marin,41.0,Santa Venetia,25,,-122.52293999999999,37.998178,3.218875824868201,1,1,716.0594869157845
2020-10-25,Plumas,63.0,Eastern area,25,,-120.46972199999999,39.810278000000004,3.218875824868201,1,1,6.344914242791428
2020-10-23,Lake,33.0,95461,25,,-122.59118000000001,38.78898,3.218875824868201,1,1,100.39987158940357
2020-10-25,Los Angeles,37.0,Pearblossom/Llano,25,,-117.898903,34.494142,3.218875824868201,1,1,250.41889276543884
2020-10-23,Amador,5.0,Pine Grove,25,,-120.65888899999999,38.413056,3.218875824868201,1,1,90.0203721157547
2020-10-25,Los Angeles,37.0,Toluca Woods,25,,-118.357555,34.159662,3.218875824868201,1,1,1150.7099316854737
2020-10-23,San Mateo,81.0,Emerald Hills,25,,-122.26799999999999,37.4647,3.218875824868201,1,1,455.45844238015326
2020-10-23,San Mateo,81.0,Pescadero,25,,-122.333426,37.205116,3.218875824868201,1,1,16.484867284175856
2020-10-25,Los Angeles,37.0,Toluca Terrace,25,,-118.35843999999999,34.166653000000004,3.218875824868201,1,1,926.6067399729681
2020-10-23,Riverside,65.0,Winchester,26,,-117.08694399999999,33.707778000000005,3.258096538021482,1,1,466.67654528715445
2020-10-25,Los Angeles,37.0,Newhall,26,,-118.526491,34.34704,3.258096538021482,1,1,218.39851827010585
2020-10-23,Napa,55.0,Between Yountville and St Helena,26,,-122.41638799999998,38.446383000000004,3.258096538021482,1,1,76.92748277706349
2020-10-25,Los Angeles,37.0,Lake Manor,26,,-118.651748,34.238237,3.258096538021482,1,1,284.8280691304543
2020-10-23,Imperial,25.0,92275,27,,-115.828515,33.248298,3.2958368660043287,1,1,60.80541017119427
2020-10-23,Marin,41.0,Ross,27,,-122.555619,37.962559999999996,3.2958368660043287,1,1,938.6885783603757
2020-06-09,Tulare,107.0,Exeter,27,,-119.067431,36.325222,3.2958368660043287,1,1,92.99136940442699
2020-10-23,Lake,33.0,95457,28,,-122.55723,38.87829,3.332204510175204,1,1,124.26245494110525
2020-10-25,Tulare,107.0,Alpaugh: 93201,28,,-119.49351999999999,35.889586,3.332204510175204,1,1,66.4960401506551
2020-10-25,Santa Cruz,87.0,Felton,28,,-122.055833,37.051389,3.332204510175204,1,1,433.3639768033532
2020-05-06,Kern,29.0,Wasco,28,,-119.340833,35.594167,3.332204510175204,1,1,207.81224384977313
2020-05-06,Kern,29.0,Shafter,29,,-119.271667,35.500556,3.3672958299864737,1,1,312.39357672102847
2020-10-25,Los Angeles,37.0,Playa Del Rey,29,,-118.44636799999999,33.961018,3.3672958299864737,1,1,652.0978635286735
2020-10-23,Calaveras,9.0,District 3,29,,-120.07611100000001,38.438889,3.3672958299864737,1,1,14.446474165012468
2020-10-25,Los Angeles,37.0,Santa Catalina Island,29,,-118.437421,33.384064,3.3672958299864737,1,1,40.601812384371364
2020-10-23,San Mateo,81.0,El Granada,29,,-122.47323,37.503766,3.3672958299864737,1,1,282.37485233228057
2020-10-23,Lake,33.0,95464,29,,-122.83762,39.10065,3.3672958299864737,1,1,59.58550677747623
2020-10-23,Lake,33.0,95423,29,,-122.6329,39.13645,3.3672958299864737,1,1,24.84410867929263
2020-10-23,Calaveras,9.0,District 2,29,,-120.540833,38.228333,3.3672958299864737,1,1,15.897988931041123
2020-10-23,Butte,7.0,Durham,30,,-121.795876,39.664949,3.4011973816621555,1,1,117.00986431513338
2020-10-25,San Diego,73.0,Pauma Valley,30,,-116.998926,33.303366,3.4011973816621555,1,1,127.36927069574503
2020-10-23,Sonoma,97.0,Guerneville,30,,-122.99083300000001,38.506389,3.4011973816621555,1,1,87.29632119740492
2020-10-23,San Mateo,81.0,Colma,31,,-122.452386,37.690456,3.4339872044851463,1,1,449.89556870692786
2020-10-25,Los Angeles,37.0,Mandeville Canyon,31,,-118.508629,34.091814,3.4339872044851463,1,1,427.4835858276678
2020-10-25,Los Angeles,37.0,Agua Dulce,31,,-118.32381000000001,34.497963,3.4339872044851463,1,1,84.5814076386074
2020-04-21,Ventura,111.0,Ventura,31,,-119.293754,34.282365999999996,3.4339872044851463,1,1,232.92268244938825
2020-10-25,Los Angeles,37.0,Palisades Highlands,32,,-118.54876200000001,34.089984,3.4657359027997265,1,1,283.96350597197716
2020-05-06,Kern,29.0,Delano,32,,-119.246944,35.768889,3.4657359027997265,1,1,168.47645268749469
2020-06-22,Yolo,113.0,Winters and unincorporated,32,,-121.97083300000001,38.525,3.4657359027997265,1,1,79.60398878562644
2020-10-23,San Luis Obispo,79.0,Santa Margarita,32,,-120.608056,35.389444,3.4657359027997265,1,1,128.32030321208487
2020-10-23,Amador,5.0,Sutter Creek & Amador City,32,,-120.8025,38.393056,3.4657359027997265,1,1,150.91808928022576
2020-10-25,Los Angeles,37.0,Harbor Pines,32,,-118.304543,33.78262,3.4657359027997265,1,1,1128.8081723168425
2020-10-23,Sacramento,67.0,Isleton,33,,-121.609167,38.161944,3.49650756146648,1,1,96.92077365419328
2020-10-25,Los Angeles,37.0,Regent Square,33,,-118.38321,34.03281,3.49650756146648,1,1,1519.9751187757493
2020-10-25,Los Angeles,37.0,Saugus,33,,-118.478866,34.477689,3.49650756146648,1,1,284.9707703741542
2020-10-25,San Diego,73.0,Campo,33,,-116.543573,32.652402,3.49650756146648,1,1,93.54291434133152
2020-05-04,Tulare,107.0,Greater Porterville,34,,-119.00790900000001,36.064283,3.5263605246161616,1,1,26.772065435156073
2020-10-23,Fresno,19.0,Raisin City,34,,-119.90416699999999,36.6025,3.5263605246161616,1,1,127.20100991898912
2020-08-07,Napa,55.0,Saint Helena,34,,-122.48313799999998,38.504796999999996,3.5263605246161616,1,1,382.1765193563655
2020-10-23,Fresno,19.0,Auberry,35,,-119.401944,37.066111,3.555348061489413,1,1,90.31471756781895
2020-10-23,San Mateo,81.0,Brisbane,36,,-122.40708300000001,37.694842,3.58351893845611,1,1,593.5953344318503
2020-10-23,Fresno,19.0,Tranquillity,36,,-120.252778,36.648889000000004,3.58351893845611,1,1,1700.027065443583
2020-10-23,Nevada,57.0,95946,36,,-121.190243,39.19741,3.58351893845611,1,1,88.81787077125274
2020-10-23,San Luis Obispo,79.0,Cambria,36,,-121.084323,35.562844,3.58351893845611,1,1,39.604312037174225
2020-10-25,San Diego,73.0,Del Mar,36,,-117.26239199999999,32.964406,3.58351893845611,1,1,252.30341021529586
2020-10-25,San Francisco,75.0,94129,36,,-122.46446599999999,37.79734000000001,3.58351893845611,1,1,721.5416126267046
2020-10-25,Los Angeles,37.0,Unincorporated - La Verne,36,,-117.74646299999999,34.144207,3.58351893845611,1,1,440.60559415377827
2020-10-25,Los Angeles,37.0,Pellissier Village,36,,-118.03015,34.035291,3.58351893845611,1,1,1159.2929570885806
2020-10-15,El Dorado,17.0,"Diamond Springs, El Dorado",36,,-120.815,38.694722,3.58351893845611,1,1,158.44247398830356
2020-10-25,Los Angeles,37.0,Industry,36,,-117.92675600000001,34.017494,3.58351893845611,1,1,833.2668080115551
2020-10-23,Fresno,19.0,Cantua Creek,37,,-120.31638899999999,36.501389,3.610917912644224,1,1,65.76263505195932
2020-10-25,Kern,29.0,93225: Frazier Park,37,,-118.990444,34.810421999999996,3.610917912644224,1,1,95.85547118740641
2020-10-25,San Bernardino,71.0,Running Springs,37,,-117.109205,34.207786,3.610917912644224,1,1,68.57496921026674
2020-10-23,El Dorado,17.0,"El Dorado, Diamond Springs",37,,-120.815,38.694722,3.610917912644224,1,1,158.44247398830356
2020-10-23,San Mateo,81.0,Portola Valley,38,,-122.20865800000001,37.387118,3.6375861597263857,1,1,60.404710362224385
2020-10-25,Los Angeles,37.0,Rosewood,38,,-118.249875,33.904692,3.6375861597263857,1,1,1148.0624746669805
2020-10-25,Los Angeles,37.0,Rosewood/East Gardena,39,,-118.27492099999999,33.893471999999996,3.6635616461296463,1,1,781.4793696195879
2020-05-06,Kern,29.0,Arvin,39,,-118.828333,35.209167,3.6635616461296463,1,1,432.20195404579664
2020-10-25,San Francisco,75.0,94130,39,,-122.36953700000001,37.820688,3.6635616461296463,1,1,195.74287348666115
2020-10-25,Santa Clara,85.0,Los Altos Hills,39,,-122.1375,37.371389,3.6635616461296463,1,1,332.54123835436184
2020-10-25,San Bernardino,71.0,Wrightwood,39,,-117.63338799999998,34.360834000000004,3.6635616461296463,1,1,121.51771705107306
2020-10-23,Riverside,65.0,Green Acres,40,,-117.09307,33.738058,3.688879454113936,1,1,557.7606850959679
2020-10-22,Del Norte,15.0,Fort Dick-Smith River,40,,-124.14888899999998,41.867778,3.688879454113936,1,1,63.894750460833386
2020-10-23,Sonoma,97.0,Geyserville,40,,-122.9025,38.70777800000001,3.688879454113936,1,1,130.45360170520496
2020-10-25,San Bernardino,71.0,Lucerne Valley,40,,-116.966944,34.443889,3.688879454113936,1,1,45.230235003321084
2020-10-25,Los Angeles,37.0,Westlake Village,40,,-118.822005,34.136925,3.688879454113936,1,1,283.3554017437503
2020-05-20,Santa Cruz,87.0,North county,40,,-122.061,37.038000000000004,3.688879454113936,1,1,381.4980222016859
2020-10-25,Los Angeles,37.0,Faircrest Heights,41,,-118.371706,34.038691,3.7135720667043084,1,1,1142.4860723193178
2020-10-25,Los Angeles,37.0,Marina Peninsula,41,,-118.460393,33.972411,3.7135720667043084,1,1,784.4271968440696
2020-10-25,Alameda,1.0,Piedmont,42,,-122.233333,37.816666999999995,3.737669618283368,1,1,414.35849475738337
2020-10-25,San Bernardino,71.0,Lake Arrowhead,42,,-117.189167,34.248333,3.737669618283368,1,1,211.16384540525507
2020-10-25,Mendocino,45.0,South County,43,,-123.384992,39.032328,3.7612001156935615,1,1,40.945632751662856
2020-10-23,Sonoma,97.0,Penngrove,43,,-122.66666699999999,38.299721999999996,3.7612001156935615,1,1,316.54580585929614
2020-10-23,San Luis Obispo,79.0,Cal Poly (campus residents),43,,-120.659819,35.301667,3.7612001156935615,1,1,629.5804988951176
2020-10-23,San Mateo,81.0,Woodside,43,,-122.2539,37.4299,3.7612001156935615,1,1,154.2998777229796
2020-10-25,Orange,59.0,Silverado,43,,-117.63611000000002,33.746109999999994,3.7612001156935615,1,1,187.6063020443391
2020-10-23,Marin,41.0,Marin City,43,,-122.509146,37.868567999999996,3.7612001156935615,1,1,428.9679709248016
2020-10-25,Los Angeles,37.0,Unincorporated - West LA,44,,-118.456949,34.057291,3.7841896339182615,1,1,780.3074114724387
2020-04-21,Ventura,111.0,Camarillo,44,,-119.03636000000002,34.218076,3.7841896339182615,1,1,378.77137917073946
2020-10-23,San Mateo,81.0,Atherton,44,,-122.202983,37.45118,3.7841896339182615,1,1,267.3351124106207
2020-10-23,El Dorado,17.0,"Camino, Pollock Pines, Kyburz",44,,-120.58659399999999,38.761292,3.7841896339182615,1,1,53.48960480234419
2020-10-25,Tulare,107.0,Goshen: 93227,45,,-119.419358,36.349117,3.80666248977032,1,1,364.0012133210347
2020-10-23,Amador,5.0,State Prison Inmate,45,,-120.9532,38.3703,3.80666248977032,1,1,198.29119332513517
2020-10-25,San Diego,73.0,Tecate,45,,-116.62101499999999,32.582877,3.80666248977032,1,1,224.36760517444023
2020-10-23,Riverside,65.0,Meadowbrook,45,,-117.30130600000001,33.72459,3.80666248977032,1,1,237.2411832503897
2020-10-23,Calaveras,9.0,District 4,46,,-120.641944,37.981111,3.828641396489095,1,1,5.142649138723171
2020-05-25,Marin,41.0,Central Marin,46,,-122.524722,37.948611,3.828641396489095,1,1,779.1043657891578
2020-10-25,Los Angeles,37.0,Rolling Hills Estates,47,,-118.350807,33.778407,3.8501476017100575,1,1,615.8254646266773
2020-10-23,Imperial,25.0,92257,47,,-115.33116899999999,33.336559,3.8501476017100575,1,1,54.640777975828875
2020-04-24,Merced,47.0,West,47,,-120.85,37.05833300000001,3.8501476017100575,1,1,46.75827170982861
2020-10-25,Los Angeles,37.0,Reynier Village,47,,-118.387153,34.036336,3.8501476017100575,1,1,1737.6236302794173
2020-10-25,San Bernardino,71.0,Morongo Valley,47,,-116.58084699999999,34.046955,3.8501476017100575,1,1,118.66752422585066
2020-10-25,Los Angeles,37.0,Kagel/Lopez Canyons,47,,-118.37001000000001,34.310296,3.8501476017100575,1,1,384.05619696987685
2020-10-22,Yuba,115.0,Wheatland,48,,-121.429152,39.011038,3.8712010109078916,1,1,72.3469204364306
2020-10-23,San Mateo,81.0,Moss Beach,48,,-122.486349,37.546354,3.8712010109078916,1,1,252.30480631309777
2020-10-23,Riverside,65.0,Desert Palms,48,,-116.37445600000001,33.722244,3.8712010109078916,1,1,1006.0844603765943
2020-10-25,San Diego,73.0,Potrero,48,,-116.613056,32.604721999999995,3.8712010109078916,1,1,229.3026598416459
2020-10-23,Riverside,65.0,Lakeview,48,,-117.11805600000001,33.838611,3.8712010109078916,1,1,258.2611665443858
2020-10-25,Kern,29.0,93240: Lake Isabella,49,,-118.51853,35.63771699999999,3.8918202981106265,1,1,65.90746175028174
2020-10-25,Los Angeles,37.0,View Heights,49,,-118.348176,33.984966,3.8918202981106265,1,1,979.9346559921081
2020-10-23,Riverside,65.0,Sky Valley,50,,-116.35505,33.89124,3.912023005428147,1,1,116.9393380856028
2020-10-23,Riverside,65.0,Romoland,50,,-117.175,33.745833000000005,3.912023005428147,1,1,204.95342008096387
2020-10-23,Sonoma,97.0,Glen Ellen,50,,-122.53111100000001,38.364444,3.912023005428147,1,1,247.67430918621147
2020-10-25,Tulare,107.0,Mountain: 93265,51,,-118.76203999999998,36.150892,3.9318256327243257,1,1,99.60266579175322
2020-10-23,Napa,55.0,Between St Helena and Calistoga,51,,-122.52753700000001,38.542796,3.9318256327243257,1,1,152.18709461424453
2020-10-25,Los Angeles,37.0,Valencia,52,,-118.560379,34.469938,3.951243718581428,1,1,160.70122523732812
2020-10-25,Orange,59.0,Coto de Caza,52,,-117.587778,33.595833,3.951243718581428,1,1,380.67954506700454
2020-10-25,San Diego,73.0,Bonsall,52,,-117.193611,33.279722,3.951243718581428,1,1,180.83474378153477
2020-10-23,Marin,41.0,Fairfax,52,,-122.58867099999999,37.987086,3.951243718581428,1,1,355.44461229153944
2020-10-22,Shasta,89.0,East County,53,,-122.004981,40.894394,3.970291913552122,1,1,38.277784636375266
2020-10-23,Riverside,65.0,Indian Wells,54,,-116.36936899999999,33.70740900000001,3.9889840465642745,1,1,651.8512955879767
2020-10-25,Kern,29.0,93501: Mojave,55,,-118.19448799999999,35.023790999999996,4.007333185232471,1,1,55.65066969312002
2020-08-24,Sonoma,97.0,Russian River Area,55,,-122.958249,38.425589,4.007333185232471,1,1,48.30344595463974
2020-04-24,Merced,47.0,East,55,,-120.483333,37.3,4.007333185232471,1,1,94.66058522981672
2020-10-25,Los Angeles,37.0,White Fence Farms,56,,-118.17141699999999,34.625588,4.02535169073515,1,1,323.97161294065745
2020-10-25,Los Angeles,37.0,Sunrise Village,56,,-118.06040700000001,34.010388,4.02535169073515,1,1,474.97295378903164
2020-10-23,Marin,41.0,Tamalpais-Homestead Valley,56,,-122.5312,37.876045,4.02535169073515,1,1,254.128912922876
2020-10-25,Los Angeles,37.0,La Habra Heights,56,,-117.950975,33.96025,4.02535169073515,1,1,484.902764780968
2020-10-23,San Luis Obispo,79.0,Shandon,56,,-120.37888899999999,35.656110999999996,4.02535169073515,1,1,55.773620638554576
2020-10-23,Solano,95.0,Rio Vista,57,,-121.69583300000001,38.16388900000001,4.043051267834549,2,2,94.95091048393755
2020-10-23,Sonoma,97.0,Forestville,57,,-122.896111,38.481667,4.043051267834549,2,2,82.62002648927134
2020-10-23,Marin,41.0,Sausalito,57,,-122.485294,37.858934999999995,4.043051267834549,2,2,393.1710434439284
2020-05-20,Santa Cruz,87.0,Mid county,58,,-122.026389,36.971944,4.060443010546419,2,2,1391.343897555107
2020-10-23,Nevada,57.0,95959,58,,-121.01628899999999,39.283254,4.060443010546419,2,2,66.56711645612404
2020-10-25,Los Angeles,37.0,Desert View Highlands,58,,-118.153557,34.590253000000004,4.060443010546419,2,2,331.45161935316065
2020-10-23,Ventura,111.0,93066 – Somis,59,,-119.00079,34.275027,4.07753744390572,2,2,167.00772487223742
2020-05-25,Marin,41.0,Southern Marin,59,,-122.456667,37.873611,4.07753744390572,2,2,8587.258844932758
2020-06-09,Tulare,107.0,Cutler,60,,-119.286666,36.510523,4.0943445622220995,2,2,119.46098882853593
2020-10-24,Kings,31.0,Stratford,61,,-119.82248500000001,36.189369,4.110873864173311,2,2,122.65564174927653
2020-10-25,Orange,59.0,Villa Park,61,,-117.82207199999999,33.814006,4.110873864173311,2,2,336.0096539266834
2020-05-20,Santa Cruz,87.0,South county,62,,-121.76361100000001,36.92,4.127134385045092,2,2,804.7317529843214
2020-10-23,Marin,41.0,Mill Valley,62,,-122.545156,37.906040999999995,4.127134385045092,2,2,355.3209377420025
2020-10-25,Alameda,1.0,Albany,63,,-122.29777800000001,37.886944,4.143134726391533,2,2,457.0002331350566
2020-10-23,Napa,55.0,East Napa Area,63,,-122.21112600000001,38.375796,4.143134726391533,2,2,40.80730839924237
2020-10-23,San Mateo,81.0,Hillsborough,63,,-122.3794,37.5741,4.143134726391533,2,2,671.4870038154959
2020-10-25,Contra Costa,13.0,Clayton,63,,-121.935833,37.941111,4.143134726391533,2,2,227.23573437498396
2020-10-25,San Bernardino,71.0,Big Bear City,63,,-116.84503000000001,34.261117999999996,4.143134726391533,2,2,189.78187218862882
2020-10-25,Los Angeles,37.0,University Hills,63,,-118.168371,34.068093,4.143134726391533,2,2,904.7808054612792
2020-08-24,Sonoma,97.0,Sebastopol - West County,63,,-122.826944,38.399167,4.143134726391533,2,2,37.55445486737436
2020-10-23,Marin,41.0,Kentfield,64,,-122.55746200000002,37.952244,4.158883083359672,2,2,634.8353204258257
2020-10-25,San Diego,73.0,Dulzura,65,,-116.78201000000001,32.6435,4.174387269895637,2,2,82.46542019155572
2020-10-25,Santa Cruz,87.0,Capitola,65,,-121.9533,36.9752,4.174387269895637,2,2,458.34298424763256
2020-10-23,San Luis Obispo,79.0,Los Osos,65,,-120.837598,35.313404999999996,4.174387269895637,2,2,138.88148999100363
2020-10-23,Butte,7.0,Ridge Communities,65,,-121.580872,39.799577,4.174387269895637,2,2,42.108075636300754
2020-10-23,San Luis Obispo,79.0,Morro Bay,66,,-120.84999199999999,35.365944,4.189654742026425,2,2,146.96055653581163
2020-10-24,Kings,31.0,Kettleman City,66,,-119.96000500000001,36.008623,4.189654742026425,2,2,79.07291146356114
2020-10-25,San Bernardino,71.0,Big Bear Lake,66,,-116.911422,34.243896,4.189654742026425,2,2,120.39966117491961
2020-10-23,San Luis Obispo,79.0,Pismo Beach,66,,-120.64805600000001,35.148333,4.189654742026425,2,2,304.2499408610713
2020-10-22,Siskiyou,93.0,East County,67,,-122.47899,41.896083000000004,4.204692619390967,2,2,11.857540482496573
2020-10-23,Riverside,65.0,Cabazon,67,,-116.76638899999999,33.909167,4.204692619390967,2,2,110.26212045419756
2020-10-25,Santa Cruz,87.0,Soquel,67,,-121.94555600000001,36.986944,4.204692619390967,2,2,471.0435826523264
2020-10-25,Los Angeles,37.0,Unincorporated - Hawthorne,67,,-118.330502,33.911054,4.204692619390967,2,2,911.1831692177522
2020-10-23,Riverside,65.0,Coronita,67,,-117.61138899999999,33.875833,4.204692619390967,2,2,380.1537380486163
2020-10-25,Santa Cruz,87.0,Scotts Valley,68,,-122.0147,37.0511,4.219507705176107,2,2,198.4279650513767
2020-10-23,Fresno,19.0,Biola,68,,-120.01717,36.802306,4.219507705176107,2,2,138.2325639254577
2020-10-25,San Bernardino,71.0,Piñon Hills,68,,-117.650052,34.429272,4.219507705176107,2,2,132.70169368170397
2020-10-19,Humboldt,23.0,Southern Humboldt,69,,-123.82361100000001,40.234722,4.23410650459726,2,2,30.86043568426784
2020-10-23,Amador,5.0,Ione & surrounding unincorporated areas,69,,-120.932778,38.352778,4.23410650459726,2,2,185.00525727046374
2020-05-06,Kern,29.0,Lamont,69,,-118.91416699999999,35.259722,4.23410650459726,2,2,614.8386172231694
2020-10-25,Orange,59.0,Rossmoor,70,,-118.079722,33.788889000000005,4.248495242049359,2,2,691.1894564998605
2020-10-25,Orange,59.0,Laguna Woods,70,,-117.72511599999999,33.610170000000004,4.248495242049359,2,2,1021.884056944431
2020-10-23,Marin,41.0,Tiburon,71,,-122.45614099999999,37.873571999999996,4.262679877041316,2,2,8211.086810923338
2020-10-23,Napa,55.0,St. Helena,71,,-122.46818999999999,38.50624000000001,4.262679877041316,2,2,271.32796828167795
2020-10-25,Contra Costa,13.0,Pacheco,73,,-122.075278,37.983610999999996,4.290459441148391,2,2,398.79650936969915
2020-10-23,Riverside,65.0,Desert Edge,74,,-116.44053799999999,33.921539,4.30406509320417,2,2,143.13394060122002
2020-10-25,Los Angeles,37.0,Unincorporated - Whittier,75,,-118.02591699999999,34.003624,4.31748811353631,2,2,441.73446137501895
2020-10-25,San Diego,73.0,Solana Beach,75,,-117.258008,32.993843,4.31748811353631,2,2,837.2266292332857
2020-10-23,Calaveras,9.0,District 5,76,,-120.86666699999999,38.1,4.330733340286331,2,2,83.22182434383292
2020-10-25,San Bernardino,71.0,Needles,76,,-114.619621,34.806179,4.330733340286331,2,2,5.991802896630272
2020-10-23,Nevada,57.0,95949,76,,-121.13156200000002,39.106203,4.330733340286331,2,2,91.46738697387852
2020-10-25,San Bernardino,71.0,Helendale,76,,-117.324444,34.743889,4.330733340286331,2,2,67.59795144327788
2020-10-25,Orange,59.0,Rancho Mission Viejo,76,,-117.61,33.6,4.330733340286331,2,2,426.37276331482576
2020-10-25,San Diego,73.0,Pala,77,,-117.07666699999999,33.365278,4.343805421853683,2,2,98.76933916336499
2020-10-25,Contra Costa,13.0,Moraga,78,,-122.129722,37.835,4.356708826689592,2,2,234.34806207700194
2020-05-04,Tulare,107.0,Greater Tulare,78,,-119.34429399999999,36.206855,4.356708826689592,2,2,69.9676833677224
2020-10-25,Los Angeles,37.0,Shadow Hills,78,,-118.359629,34.254439,4.356708826689592,2,2,744.3866590885578
2020-10-25,Los Angeles,37.0,Irwindale,78,,-117.963631,34.112113,4.356708826689592,2,2,468.18945498862087
2020-10-25,Los Angeles,37.0,Rancho Dominguez,79,,-118.218433,33.858301000000004,4.3694478524670215,2,2,604.9302633712126
2020-10-25,Los Angeles,37.0,Angelino Heights,79,,-118.25198600000002,34.068331,4.3694478524670215,2,2,1091.5924681217725
2020-10-25,Los Angeles,37.0,Exposition,79,,-118.349778,34.026624,4.3694478524670215,2,2,1375.0317527566745
2020-10-25,Los Angeles,37.0,Del Aire,79,,-118.37229599999999,33.922831,4.3694478524670215,2,2,952.010905665984
