date,county,fips,place,confirmed_cases,note,x,y,log_cases,category,ordinal_cat
2020-10-25,Los Angeles,37.0,Unincorporated - Cerritos,25,,-118.093345,33.879439,3.2188758248682006,1,1
2020-04-21,Ventura,111.0,Moorpark,25,,-118.881099,34.280189,3.2188758248682006,1,1
2020-06-16,Marin,41.0,Santa Venetia,25,,-122.52294,37.998178,3.2188758248682006,1,1
2020-10-25,Plumas,63.0,Eastern area,25,,-120.469722,39.810278,3.2188758248682006,1,1
2020-10-23,Lake,33.0,95461,25,,-122.59118,38.78898,3.2188758248682006,1,1
2020-10-25,Los Angeles,37.0,Pearblossom/Llano,25,,-117.898903,34.494142,3.2188758248682006,1,1
2020-10-23,Amador,5.0,Pine Grove,25,,-120.658889,38.413056,3.2188758248682006,1,1
2020-10-25,Los Angeles,37.0,Toluca Woods,25,,-118.357555,34.159662,3.2188758248682006,1,1
2020-10-23,San Mateo,81.0,Emerald Hills,25,,-122.268,37.4647,3.2188758248682006,1,1
2020-10-23,San Mateo,81.0,Pescadero,25,,-122.333426,37.205116,3.2188758248682006,1,1
2020-10-25,Los Angeles,37.0,Toluca Terrace,25,,-118.35844,34.166653000000004,3.2188758248682006,1,1
2020-10-23,Riverside,65.0,Winchester,26,,-117.086944,33.707778000000005,3.258096538021482,1,1
2020-10-25,Los Angeles,37.0,Newhall,26,,-118.526491,34.34704,3.258096538021482,1,1
2020-10-23,Napa,55.0,Between Yountville and St Helena,26,,-122.41638799999998,38.446383,3.258096538021482,1,1
2020-10-25,Los Angeles,37.0,Lake Manor,26,,-118.651748,34.238237,3.258096538021482,1,1
2020-10-23,Imperial,25.0,92275,27,,-115.828515,33.248298,3.295836866004329,1,1
2020-10-23,Marin,41.0,Ross,27,,-122.555619,37.96256,3.295836866004329,1,1
2020-06-09,Tulare,107.0,Exeter,27,,-119.067431,36.325222,3.295836866004329,1,1
2020-10-23,Lake,33.0,95457,28,,-122.55723,38.87829,3.332204510175204,1,1
2020-10-25,Tulare,107.0,Alpaugh: 93201,28,,-119.49352,35.889586,3.332204510175204,1,1
2020-10-25,Santa Cruz,87.0,Felton,28,,-122.055833,37.051389,3.332204510175204,1,1
2020-05-06,Kern,29.0,Wasco,28,,-119.340833,35.594167,3.332204510175204,1,1
2020-05-06,Kern,29.0,Shafter,29,,-119.271667,35.500556,3.367295829986474,1,1
2020-10-25,Los Angeles,37.0,Playa Del Rey,29,,-118.446368,33.961018,3.367295829986474,1,1
2020-10-23,Calaveras,9.0,District 3,29,,-120.076111,38.438889,3.367295829986474,1,1
2020-10-25,Los Angeles,37.0,Santa Catalina Island,29,,-118.437421,33.384064,3.367295829986474,1,1
2020-10-23,San Mateo,81.0,El Granada,29,,-122.47323,37.503766,3.367295829986474,1,1
2020-10-23,Lake,33.0,95464,29,,-122.83762,39.10065,3.367295829986474,1,1
2020-10-23,Lake,33.0,95423,29,,-122.6329,39.13645,3.367295829986474,1,1
2020-10-23,Calaveras,9.0,District 2,29,,-120.540833,38.228333,3.367295829986474,1,1
2020-10-23,Butte,7.0,Durham,30,,-121.795876,39.664949,3.4011973816621555,1,1
2020-10-25,San Diego,73.0,Pauma Valley,30,,-116.998926,33.303366,3.4011973816621555,1,1
2020-10-23,Sonoma,97.0,Guerneville,30,,-122.990833,38.506389,3.4011973816621555,1,1
2020-10-23,San Mateo,81.0,Colma,31,,-122.452386,37.690456,3.4339872044851463,1,1
2020-10-25,Los Angeles,37.0,Mandeville Canyon,31,,-118.508629,34.091814,3.4339872044851463,1,1
2020-10-25,Los Angeles,37.0,Agua Dulce,31,,-118.32381,34.497963,3.4339872044851463,1,1
2020-04-21,Ventura,111.0,Ventura,31,,-119.293754,34.282366,3.4339872044851463,1,1
2020-10-25,Los Angeles,37.0,Palisades Highlands,32,,-118.548762,34.089984,3.4657359027997265,1,1
2020-05-06,Kern,29.0,Delano,32,,-119.246944,35.768889,3.4657359027997265,1,1
2020-06-22,Yolo,113.0,Winters and unincorporated,32,,-121.970833,38.525,3.4657359027997265,1,1
2020-10-23,San Luis Obispo,79.0,Santa Margarita,32,,-120.608056,35.389444,3.4657359027997265,1,1
2020-10-23,Amador,5.0,Sutter Creek & Amador City,32,,-120.8025,38.393056,3.4657359027997265,1,1
2020-10-25,Los Angeles,37.0,Harbor Pines,32,,-118.304543,33.78262,3.4657359027997265,1,1
2020-10-23,Sacramento,67.0,Isleton,33,,-121.609167,38.161944,3.4965075614664802,1,1
2020-10-25,Los Angeles,37.0,Regent Square,33,,-118.38321,34.03281,3.4965075614664802,1,1
2020-10-25,Los Angeles,37.0,Saugus,33,,-118.478866,34.477689,3.4965075614664802,1,1
2020-10-25,San Diego,73.0,Campo,33,,-116.543573,32.652402,3.4965075614664802,1,1
2020-05-04,Tulare,107.0,Greater Porterville,34,,-119.007909,36.064283,3.5263605246161616,1,1
2020-10-23,Fresno,19.0,Raisin City,34,,-119.904167,36.6025,3.5263605246161616,1,1
2020-08-07,Napa,55.0,Saint Helena,34,,-122.48313799999998,38.504797,3.5263605246161616,1,1
2020-10-23,Fresno,19.0,Auberry,35,,-119.401944,37.066111,3.5553480614894135,1,1
2020-10-23,San Mateo,81.0,Brisbane,36,,-122.407083,37.694842,3.58351893845611,1,1
2020-10-23,Fresno,19.0,Tranquillity,36,,-120.252778,36.648889,3.58351893845611,1,1
2020-10-23,Nevada,57.0,95946,36,,-121.190243,39.19741,3.58351893845611,1,1
2020-10-23,San Luis Obispo,79.0,Cambria,36,,-121.084323,35.562844,3.58351893845611,1,1
2020-10-25,San Diego,73.0,Del Mar,36,,-117.262392,32.964406,3.58351893845611,1,1
2020-10-25,San Francisco,75.0,94129,36,,-122.464466,37.79734000000001,3.58351893845611,1,1
2020-10-25,Los Angeles,37.0,Unincorporated - La Verne,36,,-117.746463,34.144207,3.58351893845611,1,1
2020-10-25,Los Angeles,37.0,Pellissier Village,36,,-118.03015,34.035291,3.58351893845611,1,1
2020-10-15,El Dorado,17.0,"Diamond Springs, El Dorado",36,,-120.815,38.694722,3.58351893845611,1,1
2020-10-25,Los Angeles,37.0,Industry,36,,-117.926756,34.017494,3.58351893845611,1,1
2020-10-23,Fresno,19.0,Cantua Creek,37,,-120.316389,36.501389,3.6109179126442243,1,1
2020-10-25,Kern,29.0,93225: Frazier Park,37,,-118.990444,34.810422,3.6109179126442243,1,1
2020-10-25,San Bernardino,71.0,Running Springs,37,,-117.109205,34.207786,3.6109179126442243,1,1
2020-10-23,El Dorado,17.0,"El Dorado, Diamond Springs",37,,-120.815,38.694722,3.6109179126442243,1,1
2020-10-23,San Mateo,81.0,Portola Valley,38,,-122.208658,37.387118,3.6375861597263857,1,1
2020-10-25,Los Angeles,37.0,Rosewood,38,,-118.249875,33.904692,3.6375861597263857,1,1
2020-10-25,Los Angeles,37.0,Rosewood/East Gardena,39,,-118.274921,33.893472,3.6635616461296463,1,1
2020-05-06,Kern,29.0,Arvin,39,,-118.828333,35.209167,3.6635616461296463,1,1
2020-10-25,San Francisco,75.0,94130,39,,-122.369537,37.820688,3.6635616461296463,1,1
2020-10-25,Santa Clara,85.0,Los Altos Hills,39,,-122.1375,37.371389,3.6635616461296463,1,1
2020-10-25,San Bernardino,71.0,Wrightwood,39,,-117.63338799999998,34.360834000000004,3.6635616461296463,1,1
2020-10-23,Riverside,65.0,Green Acres,40,,-117.09307,33.738058,3.6888794541139363,1,1
2020-10-22,Del Norte,15.0,Fort Dick-Smith River,40,,-124.14888899999998,41.867778,3.6888794541139363,1,1
2020-10-23,Sonoma,97.0,Geyserville,40,,-122.9025,38.70777800000001,3.6888794541139363,1,1
2020-10-25,San Bernardino,71.0,Lucerne Valley,40,,-116.966944,34.443889,3.6888794541139363,1,1
2020-10-25,Los Angeles,37.0,Westlake Village,40,,-118.822005,34.136925,3.6888794541139363,1,1
2020-05-20,Santa Cruz,87.0,North county,40,,-122.061,37.038,3.6888794541139363,1,1
2020-10-25,Los Angeles,37.0,Faircrest Heights,41,,-118.371706,34.038691,3.713572066704308,1,1
2020-10-25,Los Angeles,37.0,Marina Peninsula,41,,-118.460393,33.972411,3.713572066704308,1,1
2020-10-25,Alameda,1.0,Piedmont,42,,-122.233333,37.816667,3.7376696182833684,1,1
2020-10-25,San Bernardino,71.0,Lake Arrowhead,42,,-117.189167,34.248333,3.7376696182833684,1,1
2020-10-25,Mendocino,45.0,South County,43,,-123.384992,39.032328,3.7612001156935624,1,1
2020-10-23,Sonoma,97.0,Penngrove,43,,-122.666667,38.299722,3.7612001156935624,1,1
2020-10-23,San Luis Obispo,79.0,Cal Poly (campus residents),43,,-120.659819,35.301667,3.7612001156935624,1,1
2020-10-23,San Mateo,81.0,Woodside,43,,-122.2539,37.4299,3.7612001156935624,1,1
2020-10-25,Orange,59.0,Silverado,43,,-117.63611000000002,33.746109999999994,3.7612001156935624,1,1
2020-10-23,Marin,41.0,Marin City,43,,-122.509146,37.868568,3.7612001156935624,1,1
2020-10-25,Los Angeles,37.0,Unincorporated - West LA,44,,-118.456949,34.057291,3.784189633918261,1,1
2020-04-21,Ventura,111.0,Camarillo,44,,-119.03636000000002,34.218076,3.784189633918261,1,1
2020-10-23,San Mateo,81.0,Atherton,44,,-122.202983,37.45118,3.784189633918261,1,1
2020-10-23,El Dorado,17.0,"Camino, Pollock Pines, Kyburz",44,,-120.586594,38.761292,3.784189633918261,1,1
2020-10-25,Tulare,107.0,Goshen: 93227,45,,-119.419358,36.349117,3.8066624897703196,1,1
2020-10-23,Amador,5.0,State Prison Inmate,45,,-120.9532,38.3703,3.8066624897703196,1,1
2020-10-25,San Diego,73.0,Tecate,45,,-116.621015,32.582877,3.8066624897703196,1,1
2020-10-23,Riverside,65.0,Meadowbrook,45,,-117.301306,33.72459,3.8066624897703196,1,1
2020-10-23,Calaveras,9.0,District 4,46,,-120.641944,37.981111,3.828641396489095,1,1
2020-05-25,Marin,41.0,Central Marin,46,,-122.524722,37.948611,3.828641396489095,1,1
2020-10-25,Los Angeles,37.0,Rolling Hills Estates,47,,-118.350807,33.778407,3.8501476017100584,1,1
2020-10-23,Imperial,25.0,92257,47,,-115.331169,33.336559,3.8501476017100584,1,1
2020-04-24,Merced,47.0,West,47,,-120.85,37.05833300000001,3.8501476017100584,1,1
2020-10-25,Los Angeles,37.0,Reynier Village,47,,-118.387153,34.036336,3.8501476017100584,1,1
2020-10-25,San Bernardino,71.0,Morongo Valley,47,,-116.580847,34.046955,3.8501476017100584,1,1
2020-10-25,Los Angeles,37.0,Kagel/Lopez Canyons,47,,-118.37001,34.310296,3.8501476017100584,1,1
2020-10-22,Yuba,115.0,Wheatland,48,,-121.429152,39.011038,3.871201010907891,1,1
2020-10-23,San Mateo,81.0,Moss Beach,48,,-122.486349,37.546354,3.871201010907891,1,1
2020-10-23,Riverside,65.0,Desert Palms,48,,-116.374456,33.722244,3.871201010907891,1,1
2020-10-25,San Diego,73.0,Potrero,48,,-116.613056,32.604721999999995,3.871201010907891,1,1
2020-10-23,Riverside,65.0,Lakeview,48,,-117.118056,33.838611,3.871201010907891,1,1
2020-10-25,Kern,29.0,93240: Lake Isabella,49,,-118.51853,35.63771699999999,3.8918202981106265,1,1
2020-10-25,Los Angeles,37.0,View Heights,49,,-118.348176,33.984966,3.8918202981106265,1,1
2020-10-23,Riverside,65.0,Sky Valley,50,,-116.35505,33.89124,3.912023005428146,1,1
2020-10-23,Riverside,65.0,Romoland,50,,-117.175,33.745833000000005,3.912023005428146,1,1
2020-10-23,Sonoma,97.0,Glen Ellen,50,,-122.531111,38.364444,3.912023005428146,1,1
2020-10-25,Tulare,107.0,Mountain: 93265,51,,-118.76203999999998,36.150892,3.9318256327243257,1,1
2020-10-23,Napa,55.0,Between St Helena and Calistoga,51,,-122.527537,38.542796,3.9318256327243257,1,1
2020-10-25,Los Angeles,37.0,Valencia,52,,-118.560379,34.469938,3.9512437185814275,1,1
2020-10-25,Orange,59.0,Coto de Caza,52,,-117.587778,33.595833,3.9512437185814275,1,1
2020-10-25,San Diego,73.0,Bonsall,52,,-117.193611,33.279722,3.9512437185814275,1,1
2020-10-23,Marin,41.0,Fairfax,52,,-122.588671,37.987086,3.9512437185814275,1,1
2020-10-22,Shasta,89.0,East County,53,,-122.004981,40.894394,3.970291913552122,1,1
2020-10-23,Riverside,65.0,Indian Wells,54,,-116.369369,33.70740900000001,3.9889840465642745,1,1
2020-10-25,Kern,29.0,93501: Mojave,55,,-118.194488,35.023791,4.007333185232471,1,1
2020-08-24,Sonoma,97.0,Russian River Area,55,,-122.958249,38.425589,4.007333185232471,1,1
2020-04-24,Merced,47.0,East,55,,-120.483333,37.3,4.007333185232471,1,1
2020-10-25,Los Angeles,37.0,White Fence Farms,56,,-118.171417,34.625588,4.02535169073515,1,1
2020-10-25,Los Angeles,37.0,Sunrise Village,56,,-118.060407,34.010388,4.02535169073515,1,1
2020-10-23,Marin,41.0,Tamalpais-Homestead Valley,56,,-122.5312,37.876045,4.02535169073515,1,1
2020-10-25,Los Angeles,37.0,La Habra Heights,56,,-117.950975,33.96025,4.02535169073515,1,1
2020-10-23,San Luis Obispo,79.0,Shandon,56,,-120.378889,35.656111,4.02535169073515,1,1
2020-10-23,Solano,95.0,Rio Vista,57,,-121.695833,38.16388900000001,4.04305126783455,2,2
2020-10-23,Sonoma,97.0,Forestville,57,,-122.896111,38.481667,4.04305126783455,2,2
2020-10-23,Marin,41.0,Sausalito,57,,-122.485294,37.858935,4.04305126783455,2,2
2020-05-20,Santa Cruz,87.0,Mid county,58,,-122.026389,36.971944,4.060443010546419,2,2
2020-10-23,Nevada,57.0,95959,58,,-121.016289,39.283254,4.060443010546419,2,2
2020-10-25,Los Angeles,37.0,Desert View Highlands,58,,-118.153557,34.590253000000004,4.060443010546419,2,2
2020-10-23,Ventura,111.0,93066 – Somis,59,,-119.00079,34.275027,4.07753744390572,2,2
2020-05-25,Marin,41.0,Southern Marin,59,,-122.456667,37.873611,4.07753744390572,2,2
2020-06-09,Tulare,107.0,Cutler,60,,-119.286666,36.510523,4.0943445622221,2,2
2020-10-24,Kings,31.0,Stratford,61,,-119.822485,36.189369,4.110873864173311,2,2
2020-10-25,Orange,59.0,Villa Park,61,,-117.822072,33.814006,4.110873864173311,2,2
2020-05-20,Santa Cruz,87.0,South county,62,,-121.763611,36.92,4.127134385045092,2,2
2020-10-23,Marin,41.0,Mill Valley,62,,-122.545156,37.906041,4.127134385045092,2,2
2020-10-25,Alameda,1.0,Albany,63,,-122.297778,37.886944,4.143134726391533,2,2
2020-10-23,Napa,55.0,East Napa Area,63,,-122.211126,38.375796,4.143134726391533,2,2
2020-10-23,San Mateo,81.0,Hillsborough,63,,-122.3794,37.5741,4.143134726391533,2,2
2020-10-25,Contra Costa,13.0,Clayton,63,,-121.935833,37.941111,4.143134726391533,2,2
2020-10-25,San Bernardino,71.0,Big Bear City,63,,-116.84503,34.261118,4.143134726391533,2,2
2020-10-25,Los Angeles,37.0,University Hills,63,,-118.168371,34.068093,4.143134726391533,2,2
2020-08-24,Sonoma,97.0,Sebastopol - West County,63,,-122.826944,38.399167,4.143134726391533,2,2
2020-10-23,Marin,41.0,Kentfield,64,,-122.55746200000002,37.952244,4.1588830833596715,2,2
2020-10-25,San Diego,73.0,Dulzura,65,,-116.78201,32.6435,4.174387269895637,2,2
2020-10-25,Santa Cruz,87.0,Capitola,65,,-121.9533,36.9752,4.174387269895637,2,2
2020-10-23,San Luis Obispo,79.0,Los Osos,65,,-120.837598,35.313405,4.174387269895637,2,2
2020-10-23,Butte,7.0,Ridge Communities,65,,-121.580872,39.799577,4.174387269895637,2,2
2020-10-23,San Luis Obispo,79.0,Morro Bay,66,,-120.849992,35.365944,4.189654742026425,2,2
2020-10-24,Kings,31.0,Kettleman City,66,,-119.960005,36.008623,4.189654742026425,2,2
2020-10-25,San Bernardino,71.0,Big Bear Lake,66,,-116.911422,34.243896,4.189654742026425,2,2
2020-10-23,San Luis Obispo,79.0,Pismo Beach,66,,-120.648056,35.148333,4.189654742026425,2,2
2020-10-22,Siskiyou,93.0,East County,67,,-122.47899,41.896083,4.204692619390966,2,2
2020-10-23,Riverside,65.0,Cabazon,67,,-116.766389,33.909167,4.204692619390966,2,2
2020-10-25,Santa Cruz,87.0,Soquel,67,,-121.945556,36.986944,4.204692619390966,2,2
2020-10-25,Los Angeles,37.0,Unincorporated - Hawthorne,67,,-118.330502,33.911054,4.204692619390966,2,2
2020-10-23,Riverside,65.0,Coronita,67,,-117.611389,33.875833,4.204692619390966,2,2
2020-10-25,Santa Cruz,87.0,Scotts Valley,68,,-122.0147,37.0511,4.219507705176107,2,2
2020-10-23,Fresno,19.0,Biola,68,,-120.01717,36.802306,4.219507705176107,2,2
2020-10-25,San Bernardino,71.0,Piñon Hills,68,,-117.650052,34.429272,4.219507705176107,2,2
2020-10-19,Humboldt,23.0,Southern Humboldt,69,,-123.823611,40.234722,4.23410650459726,2,2
2020-10-23,Amador,5.0,Ione & surrounding unincorporated areas,69,,-120.932778,38.352778,4.23410650459726,2,2
2020-05-06,Kern,29.0,Lamont,69,,-118.914167,35.259722,4.23410650459726,2,2
2020-10-25,Orange,59.0,Rossmoor,70,,-118.079722,33.788889000000005,4.248495242049359,2,2
2020-10-25,Orange,59.0,Laguna Woods,70,,-117.725116,33.610170000000004,4.248495242049359,2,2
2020-10-23,Marin,41.0,Tiburon,71,,-122.456141,37.873572,4.2626798770413155,2,2
2020-10-23,Napa,55.0,St. Helena,71,,-122.46819,38.50624000000001,4.2626798770413155,2,2
2020-10-25,Contra Costa,13.0,Pacheco,73,,-122.075278,37.983611,4.290459441148391,2,2
2020-10-23,Riverside,65.0,Desert Edge,74,,-116.440538,33.921539,4.30406509320417,2,2
2020-10-25,Los Angeles,37.0,Unincorporated - Whittier,75,,-118.025917,34.003624,4.31748811353631,2,2
2020-10-25,San Diego,73.0,Solana Beach,75,,-117.258008,32.993843,4.31748811353631,2,2
2020-10-23,Calaveras,9.0,District 5,76,,-120.866667,38.1,4.330733340286331,2,2
2020-10-25,San Bernardino,71.0,Needles,76,,-114.619621,34.806179,4.330733340286331,2,2
2020-10-23,Nevada,57.0,95949,76,,-121.13156200000002,39.106203,4.330733340286331,2,2
2020-10-25,San Bernardino,71.0,Helendale,76,,-117.324444,34.743889,4.330733340286331,2,2
2020-10-25,Orange,59.0,Rancho Mission Viejo,76,,-117.61,33.6,4.330733340286331,2,2
2020-10-25,San Diego,73.0,Pala,77,,-117.076667,33.365278,4.343805421853684,2,2
2020-10-25,Contra Costa,13.0,Moraga,78,,-122.129722,37.835,4.356708826689592,2,2
2020-05-04,Tulare,107.0,Greater Tulare,78,,-119.344294,36.206855,4.356708826689592,2,2
2020-10-25,Los Angeles,37.0,Shadow Hills,78,,-118.359629,34.254439,4.356708826689592,2,2
2020-10-25,Los Angeles,37.0,Irwindale,78,,-117.963631,34.112113,4.356708826689592,2,2
2020-10-25,Los Angeles,37.0,Rancho Dominguez,79,,-118.218433,33.858301000000004,4.3694478524670215,2,2
2020-10-25,Los Angeles,37.0,Angelino Heights,79,,-118.25198600000002,34.068331,4.3694478524670215,2,2
2020-10-25,Los Angeles,37.0,Exposition,79,,-118.349778,34.026624,4.3694478524670215,2,2
2020-10-25,Los Angeles,37.0,Del Aire,79,,-118.372296,33.922831,4.3694478524670215,2,2
2020-10-25,Los Angeles,37.0,La Rambla,80,,-118.302255,33.740218,4.382026634673881,2,2
2020-10-25,Los Angeles,37.0,Marina del Rey,80,,-118.447659,33.976535,4.382026634673881,2,2
2020-10-23,Ventura,111.0,93022 – Oak View,80,,-119.30177,34.398565999999995,4.382026634673881,2,2
2020-06-09,Tulare,107.0,Farmersville,81,,-119.2077,36.297669,4.394449154672439,2,2
2020-10-23,Lake,33.0,95451,83,,-122.79148,38.94307,4.418840607796598,2,2
2020-10-25,Los Angeles,37.0,Acton,83,,-118.216138,34.481365999999994,4.418840607796598,2,2
2020-04-21,Ventura,111.0,Thousand Oaks,83,,-118.839304,34.172478000000005,4.418840607796598,2,2
2020-08-07,San Luis Obispo,79.0,CA Men's Colony (inmates),84,,-120.698,35.325,4.430816798843313,2,2
2020-10-25,San Diego,73.0,Rancho Santa Fe,85,,-117.204198,33.019952,4.442651256490317,2,2
2020-10-25,Los Angeles,37.0,Sierra Madre,85,,-118.050332,34.168709,4.442651256490317,2,2
2020-10-23,Imperial,25.0,92273,86,,-115.693904,32.790838,4.454347296253507,2,2
2020-10-25,Tulare,107.0,Traver: 93631,87,,-119.533971,36.49031,4.465908118654584,2,2
2020-10-25,Los Angeles,37.0,East Pasadena,88,,-118.082551,34.161732,4.477336814478207,2,2
2020-10-25,San Bernardino,71.0,Crestline,88,,-117.285599,34.241951,4.477336814478207,2,2
2020-10-25,Los Angeles,37.0,Unincorporated - Monrovia,89,,-118.003247,34.123033,4.48863636973214,2,2
2020-10-23,Ventura,111.0,91377 – Oak Park,91,,-118.76201,34.183095,4.51085950651685,2,2
2020-10-25,Mendocino,45.0,North Coast,91,,-123.817676,39.738402,4.51085950651685,2,2
2020-10-25,Los Angeles,37.0,Littlerock,92,,-117.97807,34.531079,4.5217885770490405,2,2
2020-10-22,Shasta,89.0,West County,92,,-122.45423999999998,40.581378,4.5217885770490405,2,2
2020-10-25,Los Angeles,37.0,Rancho Park,93,,-118.42911399999998,34.036458,4.532599493153256,2,2
2020-10-25,Kern,29.0,93249: Lost Hills,93,,-119.709567,35.63376500000001,4.532599493153256,2,2
2020-10-25,Los Angeles,37.0,Lafayette Square,95,,-118.334892,34.043401,4.553876891600541,2,2
2020-10-25,Los Angeles,37.0,Cheviot Hills,95,,-118.408801,34.041277,4.553876891600541,2,2
2020-10-23,Marin,41.0,San Anselmo,95,,-122.561667,37.974403,4.553876891600541,2,2
2020-10-25,Los Angeles,37.0,San Marino,96,,-118.113237,34.122367,4.564348191467836,2,2
2020-10-23,Riverside,65.0,Cherry Valley,97,,-116.977248,33.972515,4.574710978503383,2,2
2020-10-25,Los Angeles,37.0,Unincorporated - Arcadia,97,,-118.017067,34.108069,4.574710978503383,2,2
2020-05-04,Tulare,107.0,North,98,,-118.813765,36.696332,4.584967478670572,2,2
2020-04-21,Ventura,111.0,Oxnard,98,,-119.177708,34.196119,4.584967478670572,2,2
2020-10-25,San Francisco,75.0,94108,98,,-122.408584,37.792016,4.584967478670572,2,2
2020-10-25,San Bernardino,71.0,Joshua Tree,99,,-116.338749,34.126721,4.59511985013459,2,2
2020-10-25,San Bernardino,71.0,Twentynine Palms,99,,-116.054167,34.135556,4.59511985013459,2,2
2020-10-25,Los Angeles,37.0,Unincorporated - South El Monte,100,,-118.027068,34.041949,4.605170185988092,2,2
2020-10-25,San Diego,73.0,Jamul,101,,-116.877237,32.718851,4.61512051684126,2,2
2020-10-25,San Francisco,75.0,94105,101,,-122.393067,37.789649,4.61512051684126,2,2
2020-10-25,Tulare,107.0,Tipton: 93272,101,,-119.310278,36.059167,4.61512051684126,2,2
2020-10-25,Alameda,1.0,Emeryville,102,,-122.285278,37.831389,4.624972813284271,2,2
2020-10-22,Yuba,115.0,Plumas Lake,102,,-121.557993,39.020684,4.624972813284271,2,2
2020-10-25,Los Angeles,37.0,Val Verde,103,,-118.673426,34.444032,4.634728988229636,2,2
2020-10-25,Los Angeles,37.0,East Whittier,103,,-117.994826,33.927445,4.634728988229636,2,2
2020-10-23,Ventura,111.0,93040 – Piru,103,,-118.795,34.427197,4.634728988229636,2,2
2020-10-23,Riverside,65.0,Vista Santa Rosa,104,,-116.2125,33.6225,4.6443908991413725,2,2
2020-06-09,Tulare,107.0,Orosi,104,,-119.202499,36.55023,4.6443908991413725,2,2
2020-10-25,Los Angeles,37.0,Bel Air,106,,-118.460296,34.098692,4.663439094112067,2,2
2020-10-25,San Francisco,75.0,94158,106,,-122.38701100000002,37.769893,4.663439094112067,2,2
2020-10-25,Los Angeles,37.0,Littlerock/Pearblossom,106,,-117.897777,34.534363,4.663439094112067,2,2
2020-10-25,Los Angeles,37.0,Ladera Heights,109,,-118.374062,33.997128000000004,4.6913478822291435,2,2
2020-10-23,Marin,41.0,Corte Madera,111,,-122.528263,37.925496,4.709530201312334,2,2
2020-10-25,Los Angeles,37.0,Palos Verdes Estates,111,,-118.397292,33.787212,4.709530201312334,2,2
2020-10-19,Humboldt,23.0,Northern Humboldt,111,,-123.708333,41.188056,4.709530201312334,2,2
2020-10-25,Los Angeles,37.0,Elysian Park,111,,-118.240334,34.078256,4.709530201312334,2,2
2020-10-25,Mendocino,45.0,North County,112,,-123.714167,39.865833,4.718498871295094,2,2
2020-10-25,Los Angeles,37.0,Malibu,112,,-118.784201,34.036840000000005,4.718498871295094,2,2
2020-10-23,San Joaquin,77.0,Escalon,113,,-120.991667,37.791667,4.727387818712341,2,2
2020-05-03,Kern,29.0,Valley,115,,-119.487567,35.42838,4.74493212836325,2,2
2020-04-21,Ventura,111.0,Simi Valley,116,,-118.75041,34.271008,4.7535901911063645,2,2
2020-10-23,Sonoma,97.0,Cotati,118,,-122.709167,38.327778,4.770684624465665,2,2
2020-10-25,Los Angeles,37.0,Rosewood/West Rancho Dominguez,118,,-118.260993,33.898562,4.770684624465665,2,2
2020-10-25,Contra Costa,13.0,Rodeo,118,,-122.266944,38.033056,4.770684624465665,2,2
2020-08-24,Sonoma,97.0,Cloverdale/Geyserville,119,,-123.017222,38.799167,4.77912349311153,2,2
2020-10-23,Riverside,65.0,Lake Mathews,119,,-117.368333,33.825,4.77912349311153,2,2
2020-10-23,Amador,5.0,Jackson,119,,-120.774167,38.348889,4.77912349311153,2,2
2020-10-25,Los Angeles,37.0,Toluca Lake,120,,-118.357673,34.15055,4.787491742782046,2,2
2020-10-25,Kern,29.0,93206: Buttonwillow,120,,-119.47438,35.418624,4.787491742782046,2,2
2020-10-25,San Francisco,75.0,94127,121,,-122.457207,37.736027,4.795790545596741,2,2
2020-10-25,Santa Cruz,87.0,Aptos,122,,-121.9075,36.981389,4.804021044733257,2,2
2020-10-25,Los Angeles,37.0,East La Mirada,122,,-117.984485,33.922235,4.804021044733257,2,2
2020-10-25,Los Angeles,37.0,Longwood,122,,-118.343548,34.036097,4.804021044733257,2,2
2020-10-25,Contra Costa,13.0,El Cerrito,122,,-122.311667,37.915833,4.804021044733257,2,2
2020-10-25,Los Angeles,37.0,Little Tokyo,122,,-118.241598,34.046994,4.804021044733257,2,2
2020-10-23,Riverside,65.0,Canyon Lake,123,,-117.276834,33.692301,4.812184355372417,2,2
2020-10-25,Contra Costa,13.0,Alamo,124,,-122.032222,37.850278,4.820281565605037,2,2
2020-10-25,Contra Costa,13.0,Discovery Bay,124,,-121.600278,37.908611,4.820281565605037,2,2
2020-10-22,Del Norte,15.0,Crescent City,126,,-124.2,41.75,4.836281906951478,2,2
2020-10-15,Shasta,89.0,Anderson/Cottonwood,127,,-122.298851,40.42948300000001,4.844187086458591,2,2
2020-10-25,Contra Costa,13.0,Orinda,129,,-122.179722,37.882778,4.859812404361672,2,2
2020-10-25,Kern,29.0,93505: California City,130,,-117.879958,35.16675,4.867534450455582,2,2
2020-05-04,Tulare,107.0,Mid,130,,-118.8,36.23,4.867534450455582,2,2
2020-10-25,Los Angeles,37.0,Park La Brea,131,,-118.355627,34.069731,4.875197323201151,2,2
2020-10-25,Santa Clara,85.0,Los Altos,131,,-122.0975,37.368056,4.875197323201151,2,2
2020-10-25,Santa Clara,85.0,Saratoga,131,,-122.019444,37.2725,4.875197323201151,2,2
2020-10-25,Orange,59.0,Midway City,132,,-117.987,33.7447,4.882801922586371,2,2
2020-06-09,Tulare,107.0,Lindsay,133,,-119.078949,36.210707,4.890349128221754,2,2
2020-06-09,Tulare,107.0,Traver,133,,-119.483976,36.444593,4.890349128221754,2,2
